date,review_id,reviewer_id,business_id,vote_funny,vote_cool,vote_useful,rating
11/15/2008,U6QkdGzCjF2lbZgMQ-HbFg,Jt_5SEOvVXjUsQYDSEIHog,sfWMOqUEp8S2adDeJp7Kzg,1,1,1,5
12/22/2008,jXvK2_GF9CPVTjSQLqsFLA,WYM1kBxnj9PVuZZty7MEhg,RYw_no9ohtCg09aKorVffg,0,0,0,1
10/22/2011,XTrVFAdzUI0qcMJ-AyWR4g,J2u2Tjper3JXOSdnMwF3aw,jGiKIJCVLZHXQDSNnSLPsw,0,0,0,3
3/23/2012,ieZ3ftC6MK_UKUW7EF5EQQ,Qqmb355xLyYOIf0HzR-eVQ,DXwSYgiXqIVNdO9dazel6w,0,0,0,5
12/7/2011,ME6D5nLlfG0xZCtICOYDuw,rfL8lz9kpTMsi72KGAlUZg,IvdOI86_CSCRFpid2atnyA,0,0,0,5
8/9/2011,Us,6J5ipmF1qOKln-CT49k6sQ,pbEiXam9YJL3neCYHGwLUA,0,1,0,5
4/18/2010,ZHy,4JqFihhsOfemB7_HiuJoiw,50gFzdVglOz88eFJ6v-26A,4,0,2,1
11/12/2010,qboAh4ktMigaVNiPk57w6A,cMw1cJGrfvqPK-9GkUz2Sw,oEFJ29zAQaCNnQzebHQvpg,0,0,0,5
7/6/2011,8WSkUJTHu-54kjnDBu5huA,V5Th21KjUiYLJQyV-vGtpg,ibreTMGGaQSanZttUchjKg,0,0,1,3
6/29/2010,9bnOc4vWVQtdpyDwBpL,IordAFVDQsYRYw8Ec87f9w,m5_GCJP2W4zEJnyVgxa3eA,0,0,2,5
6/4/2009,epWSI3B7KeNlST5LMNotrA,tE48UFk0OWros8td6pIR8Q,43rd1LKcZRIunySzbMsyLQ,0,0,0,5
8/18/2010,yvX8xAIdkWocFqXPoZx,5qDIr_wCCoLMrHDHoB_pNQ,O6uWHgJzylSjWjPSJKGhnQ,2,1,1,5
12/24/2011,UYZFkoV,7MbCJt7b95bd7GgqYdOU-w,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,3
6/19/2010,aIjPW0iST5ziEv1wXbcEAQ,YLCb4dS3vwugxmEnpPIF8g,HOJqzz1WvOmeR9oESJ4d9A,0,0,1,5
5/9/2007,3zrJFzreThSEGCDFjWUaBA,z1Tez5JA0dyF0IEPt4zWSA,F7IQngaDDBgYvhA3U31q-g,0,0,1,5
6/28/2012,HyjK4Zyh63m1Tbf-35UK8g,C-xvLhH_c58me9G67IXQBg,euO3-H92LCivH2B0CQPlnw,0,0,0,5
4/21/2012,qNQ8dQnbrsHxHwCFzdfIgw,K5QmsKpRoOQUNFfYfU07gw,iBA2L7fbTJi2PcrjDaOfoQ,0,0,1,5
4/22/2008,AccmvS7-PU8e6OIdNxPumA,BeXzZFn0wfVCJe87bhrWcA,_n3OmwreEGPQmiHKklsD8w,0,2,3,5
3/29/2008,KIIqVG0Z4JR5i,BITIiGizlgfj0V5orNESyw,bNXpwTSavHBV9zBk2lUlGA,3,6,8,5
2/11/2012,F2MC9Agc7NaS05Ird6ChIg,IMFI4IJP4TkqXheSaSF3TA,HOJqzz1WvOmeR9oESJ4d9A,0,1,0,5
3/19/2012,TSR2-hAHPmFkHWhI2c,Hn8ArCOc1AtZD9aIh4O1Tg,boE4Ahsssqic7o5wQLI04w,0,0,0,5
11/17/2011,XcNgqLAO2Cz37YTbbRQXHA,U9YkcNrmUXGlSdPWdJueKA,N7juvW8YoFIj7sEBzVF8GQ,0,0,0,5
8/25/2011,_AVV5V9BTfApVAz9_wSctA,qyrr1IVvxgTV3Be7NJsS1g,1iehp7Z2kejBq3RSeb4Dxg,0,0,0,5
5/12/2010,J8fxJ4PCq9qWfysifNRN4w,fjb8_0F7rHEP_fOc56cEEQ,50gFzdVglOz88eFJ6v-26A,0,0,0,5
5/18/2009,0KGX2uo9CZa_DIyLN18pOA,iEn26LX7WKqNUULKQQnynQ,cQnY_VneZisfUAqcbuEuKg,0,0,0,1
2/8/2012,jZ,UzfwbjwFytEtQHkcSMIJtA,boE4Ahsssqic7o5wQLI04w,0,0,1,3
6/24/2012,iPn1xReV-MiGCJufi47hTQ,RzNlD8mJVvxNdd8was8nCw,sDYjKyI_67eUhFAqVneYjA,0,0,0,5
2/5/2006,0uPG5Cp9l-eVgiDkmtP0rw,849x4ExCvlVsINPqyXpeqQ,qkfBgSCbekH3DHTanVL1_w,1,3,2,5
9/27/2009,EnhTT8,NYKpyOLlVADsdZzcJ19_Cw,_b69OdBNLhysN1jFlYNQiA,0,1,1,5
3/14/2009,ykvlvKW,Nlt-ZxvA3Ctl60CT8YBssw,HOJqzz1WvOmeR9oESJ4d9A,4,5,3,5
4/25/2010,LFE6x4Xg-qoOIFIQFkhDgA,FnsZWlStFfiEtNOIPZkX9A,mlhHPnHmjO2_ypcP5Vc9Zw,0,0,0,5
12/26/2011,s0NwNVsjyOWb73sKfA7r4A,3yVoLX19pKAIPKFDjR3pqw,KomhK0JD5cleEW55YTw7MQ,16,12,15,3
6/15/2011,i6,EX49BqyNfIE7I4BeP7ykmQ,RYw_no9ohtCg09aKorVffg,0,0,1,5
9/8/2008,4j8RlAedZlUDpXS9eTOR0Q,qunxFdBDVl0ordRJEPVNtQ,pbEiXam9YJL3neCYHGwLUA,3,2,3,5
10/19/2011,IOQbNXdBXJE-HWQx,ir689oBNmrJXOspb4yq_Jg,jGiKIJCVLZHXQDSNnSLPsw,1,1,1,5
2/6/2010,Lcp8rhig-IjfGutXUXHzTg,VolC85ynjTvszKGDo4t1qw,jGiKIJCVLZHXQDSNnSLPsw,1,1,2,3
12/11/2009,CT1wA7U6bZTJ7lQ,w9a8q4rZdFRSKJ14LXeI9g,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,5
5/20/2011,TrlCZnTPCfVlKhV67aUasA,YKTWfz7agRpHv9MV8uQUTw,LMaoM2Ue2BR_HI9ba3JsZg,0,0,1,5
5/3/2008,Kto6QxRZq2lOw,LJ8U5ZVnFpF8XNUR7DcUng,AqgG-1aD6JYj9D6OmBWO3w,8,10,10,5
6/2/2009,zkj268mT,1KdcrYdeQkwGrwilaO9YTw,ALwH81_sqskLmwfWS-_eeQ,0,0,0,3
9/2/2010,v5xq4CoS,xRgbwoKsIDEN4Xjkh3udyw,jGiKIJCVLZHXQDSNnSLPsw,0,0,1,5
12/22/2008,IVI3zPQcny,AEzbYVOm9bBiOWMbfZns6Q,h-CNRJ-bqSZvz75J4A9cFg,0,0,0,3
6/13/2010,knGQPYZWyLzKSmZI4GJeaA,Wu6fI6ij1nvy79gFKKDGzg,LlHEzxQTiiLJokn2tli35A,0,0,0,3
5/20/2009,EcwHOYttOjAMhjP1M2ONFA,kbvHezQKb5b-wnDyRyJaZA,o54U2VkQama8FI30qDkWvw,0,0,0,5
7/26/2010,-819YrsI5CG8,BisNT0pqWKFWi8DqNSANyg,Z2nOMPedr7XYhgYhILJjEA,0,0,0,5
12/2/2010,KXLJKuBAFMHS-I6Mx8zE2Q,yCxHQw2quSVvnswi4_1juQ,43rd1LKcZRIunySzbMsyLQ,0,0,0,5
5/8/2011,Fcn8Z4g5omwKhWYIpyUahw,EoRuZOz7MIYvL-NPKSErFA,O6uWHgJzylSjWjPSJKGhnQ,1,0,0,5
11/20/2011,dsNEzCuGlM,1gVuZV6L8fz1wyEVgRRiAA,m5_GCJP2W4zEJnyVgxa3eA,0,0,0,5
11/16/2010,4OAL2J2zXB,epirgQdxVdYnx8LO3fmbwQ,7mCeefskNUtOkzxt_MLHKA,0,0,0,5
10/3/2010,UZAf1h1n576XkSwXz71VXA,px4jN8rnr3scYy-E5PEjPg,juop6_3dLfPDo-un-ZuXrg,0,0,0,3
4/23/2009,gIPeJ6d2roLw7PaVOSiRKA,XDtg_rF9-UjCvl3squoIvA,LMaoM2Ue2BR_HI9ba3JsZg,0,0,0,3
5/20/2011,JbrKY9pohpkZbvQ39GwFdQ,RjYlTORsaBDGDHScKAei9A,IuFEm-19YYh49T5ZlvwkDA,0,0,0,5
11/11/2009,Lo_vse-GQMwqbGwnzAWVYw,QSRlls6W8K-kCGbMoptQew,1QKqtC4vML3QhkrSzwR_tQ,0,0,0,1
8/3/2009,MqMhalEYYIHcGXqm2TkBPw,Yy7Eee_2kkU1VouQY4Xfsw,tCkwBTuEFvhuaBoEUWqbuQ,0,1,0,5
5/28/2009,0pczGawvsB5nHL-MGf344w,ElRjPvF-m_N1VXwVK3GO4w,DXwSYgiXqIVNdO9dazel6w,1,1,0,5
9/7/2012,i6rl0U,LZt80LbsfQ9kOz96H7c1bA,CwPi6NVuJIZZx4IBcTekFQ,0,1,2,5
7/6/2012,fVy8A0S2JskBtkf3iU8EWw,k-i4HEQH_RAFr1PtQU1sig,5OtAmmypXvuTbkFBCziF_Q,0,0,0,5
2/27/2009,2z7wha9cx4U4VSRy8l2nlA,NVO2XAiaBz7Jc2tnma6VOg,yBRaSkuYwFhYEoucDyD0lA,0,0,0,1
4/21/2010,ZMziYZFC3SevMPlQqG5VOg,3n-8y4LckDDJC7MDLjX0GA,jGiKIJCVLZHXQDSNnSLPsw,1,1,1,5
1/29/2010,HiHTV5rKUN2Xxv,qYjEwFddyC_clvC4TmwudA,oCTlReyKjJxKPFYfCurxxQ,0,1,1,5
8/8/2009,LgaASUTlFu8JNWuHkWybyQ,s_AAyZdRB3FhewXz800vcQ,oLM9piDKbj2PDgy-m3XEcQ,0,0,0,5
5/8/2011,JZmymfohFsAtfCWu0KAs1A,djp57omz9cccV1wI0_sqqA,ms5ge1XY9-Alu7HkybAMdQ,0,0,0,5
2/16/2010,2Ox7M1,mgq_TGa5jBXa0-Mc7dFPnQ,tW2jfL-qMccAYZSghPBbHA,0,0,0,5
4/4/2010,BssPug-duFee0U5qw6ABgA,xWzsNYl60fUYVUtShvAq7w,GEpXn9rtTMtIj5NsGFiNQw,0,0,0,5
10/24/2010,DaLIcBA-sBoDCGE4GocIKQ,bPGZAA1PYiYdZiD5lGnEFA,IvdOI86_CSCRFpid2atnyA,0,0,0,5
8/24/2012,Wqg2RXo7sk1pYV58,eEV5sZ_SpXNlG6jDJqFbEg,Z2nOMPedr7XYhgYhILJjEA,0,0,0,3
5/1/2009,gGU8SUNSC,TpdYBWVAJVFzmma6pssBQg,1iehp7Z2kejBq3RSeb4Dxg,1,3,3,5
8/16/2011,lmpJvZI_F9iBmNoHi4jW1A,OPd_ohYnq2FifQjN1HjXcQ,n3VjBryfinjRG1W3LWsPBQ,0,0,0,1
2/21/2012,ceUtixn3UYMPUrYQGqHS,WyLkrZQAG5sc3wPG3kVgtQ,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,5
1/17/2011,IuiP,L6vF9geQWVxUhn3NLhRGdw,tCkwBTuEFvhuaBoEUWqbuQ,0,1,0,5
5/21/2010,rIZPS3K5,-E-Fui3-t6jkMoQfANZ9TQ,boE4Ahsssqic7o5wQLI04w,0,0,0,3
1/22/2012,vgekbXYO1ZWK4WbMg7p8vA,9a50-Fj2MZ0sBAygV9XQYA,pbEiXam9YJL3neCYHGwLUA,2,2,4,5
11/7/2005,L59t-Q16xPO1nMBJdF10Cw,j6YqYVT5Fs8NH-jrQ2ulvA,1iehp7Z2kejBq3RSeb4Dxg,0,0,0,3
9/4/2012,9nxj-E2tM-M,q5M9Pl9O5IxR1FLv8tenkg,vvhfPV-Llkd4fE2SHuLVvA,0,0,0,5
10/17/2010,0ylyLiOQswUvnx7wKDvqAA,UUhYSKDf45ZulfUdcZK2pg,sfWMOqUEp8S2adDeJp7Kzg,0,0,2,3
12/15/2010,jU7GBhyK8sk26kpC2BEjZw,xoQBvq8-uLhbHiKG3PZj-w,O6uWHgJzylSjWjPSJKGhnQ,0,0,0,5
10/31/2009,hgTjGFrsXoRxZEo3y7hziw,6NgIRJKAdz8zFKh2X3ZmaA,ElCbMJRjgu9LDj4MxOKXew,0,0,0,3
3/17/2010,5iVkjc0Ky0cXaT9s-cvd_Q,J_SsJIZ1eb_LojFvMMeKmQ,NGfbRjWoqUh2fGw8DU_pmA,0,0,0,5
6/16/2011,KBhw7z1VabB9SFKQTyHQag,6-2r6KYOdUWt5b0ZHik1Xw,ElCbMJRjgu9LDj4MxOKXew,0,0,0,5
9/6/2008,pK56B6sHpo,c_PdKQqciKutJYZzUSAAZA,yBRaSkuYwFhYEoucDyD0lA,0,0,0,3
10/25/2009,Mxo-CVpwZuMoYgPfXpsGog,N6jM9wxHlqDsiHdeeUKy7g,mCHto10PBQOKnefm7gholg,0,0,0,5
7/14/2008,atLMA5nrcQd9lKVbNfO0QA,4wTVoLKw8VQayqCNkSgeIw,ElCbMJRjgu9LDj4MxOKXew,0,0,0,1
4/22/2008,J4awW-Iqs3P9lwzv4mYRZg,h8cfyPjhuVNEFdNO9u46Cg,CQ75CQSyrsmb-S3UAwCHpw,0,0,0,5
5/20/2011,nrJSL5ZwaWAFTp1jrJWoTQ,kTLtjKZ4divH5SZwrjsqDg,sDYjKyI_67eUhFAqVneYjA,0,0,0,5
5/19/2009,HITv7O5J70Y8TU7rvGotsg,3unnOhHuozEoDDn4s6c-Mg,qkfBgSCbekH3DHTanVL1_w,6,8,9,5
9/15/2008,AokCebJNXZJDovV26k6UWQ,xwKjUg8bqpthLGmSGyvLpA,_b69OdBNLhysN1jFlYNQiA,0,0,0,5
6/16/2012,c4es5FLGu6en-4LC9Xv90w,TSpAeuGiXrzTXpSdk35CBw,LYppbvgJlBG0SqjSKFiFGg,0,0,1,5
1/26/2012,Tf2pkvq5P0DPmbDFUMZ-Ww,oFB1UJnZ-pVtR-2Y4cSSlg,ALwH81_sqskLmwfWS-_eeQ,0,0,0,5
3/30/2008,M9CEyEo2y,GgLOuekETf7tE3zNOF2fqg,mlhHPnHmjO2_ypcP5Vc9Zw,0,0,0,5
12/19/2010,ToJ0Wj3szV9tjOavgNyxzA,F_E0ANIlIhi6wGsqTw10TQ,jGiKIJCVLZHXQDSNnSLPsw,0,0,0,1
5/20/2011,HR0ezif4UFRMZC0d,-Ih1KRpz31_361A5LQSv7w,DXwSYgiXqIVNdO9dazel6w,0,0,0,5
2/12/2012,QJJyOnlqTgiy00xtXyHU8Q,h56izfpoJm5iP_N6qWMJ8A,_b69OdBNLhysN1jFlYNQiA,0,0,0,5
1/29/2008,TMA9htHO4jMsuW,jVLK7q2AYMmrwb2KA5aetA,DXwSYgiXqIVNdO9dazel6w,3,3,3,1
3/26/2010,L5uA4t-MZUOdOMuDssBL8w,dsox3ufEmhybJJiV6nGRCA,O6uWHgJzylSjWjPSJKGhnQ,0,0,0,1
6/13/2012,1bcsLfVxqPBSg7RLtBt4Dw,37_YgwT5Mq48z5H8v7TSzg,OKOfoisduqP24uK3WYvx7Q,0,0,0,3
3/1/2011,C9rkbKQnhcNQ9PxR5m8slA,-3r0CX7niGCyUnqkKZcmSQ,LlHEzxQTiiLJokn2tli35A,3,2,3,5
7/6/2011,ewzD2iHZ88kbA9kcGmFBbw,D6NDCD312wn4j_WiTcy5YA,z_qEuUuRWIq4O-YufXHf1w,0,0,0,5
4/24/2008,ijO34-aa-tAUYXFkQp_gHg,Hyo3bn0X2mk0hGNzf4TLNg,_UJ3KqtHIHjExbAg-iIGUA,0,0,0,5
10/12/2011,Mu9Ja4n8p8fkJ1U6wMO,NOJQuNP2r9-mVz5kLxj6bQ,sDYjKyI_67eUhFAqVneYjA,0,0,0,3
3/4/2011,rsgS7Syy,AnpBZChKc9vg8h0SFlcwWw,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,5
11/27/2007,5jWNQiQli6ic,rAae3qQbzb_H0DGSQquhiw,dKcO9OQ44RPRlkWe-vToFA,0,1,0,5
8/13/2012,FMOm5558yPkCYeafnP1v,V_W78pH5ktd3X4FW6S_hmw,8d_DiHWB-pjBVW3a7D8EWg,0,0,0,5
2/26/2011,rYxPe1GtV8Sqs2azOELW1A,GATUG4IQHWgBmHAu9wFkcg,oCTlReyKjJxKPFYfCurxxQ,0,0,0,5
8/24/2012,XnaiXGulIIR6QNtlagyXUQ,SXS6kwWJ0MqG2DUKW5DRlw,LMaoM2Ue2BR_HI9ba3JsZg,0,0,0,5
4/8/2011,r8Snzv0EUK9yGKffwTheMA,jCqceGjp7ELLgUlsrNs9aQ,hylBw5ND7XyPldM6BN28vw,0,1,0,5
2/15/2010,D1WvixZxq5ok0-py,4vHmvxkBaLpJ36mZWwSVEg,AqgG-1aD6JYj9D6OmBWO3w,0,0,0,3
1/19/2011,AgmBn0QdcQ2FI82OUaQ-UQ,byiwzBDQOzwzO5Yb2K5RBw,pbEiXam9YJL3neCYHGwLUA,13,3,11,1
6/15/2008,6MLhKAo,YEk-6rfOCLmEA7Cu-u8xmw,oEFJ29zAQaCNnQzebHQvpg,4,5,5,5
9/6/2011,mEq-JeC,rVHSNa7tzfz4L0J4YqyjvQ,ibreTMGGaQSanZttUchjKg,0,0,0,3
1/14/2011,y3dRFUv1fxUOSRR4HZVwqw,yKBh92pdIBbz3e0o4gBhXw,_UJ3KqtHIHjExbAg-iIGUA,0,1,1,5
3/8/2010,GzYaK9m0Rov,U6LgkUFWmmmfMTrzh5o6Nw,pbEiXam9YJL3neCYHGwLUA,7,7,7,5
2/19/2007,aKL8-zgfta_ahlFDgrLlCA,PCzNfKu_T-fD8jp0es7GYQ,UQ3cGi3GdBljE3i2_qLcBQ,0,0,0,3
5/22/2008,smDCO5QKudL8S2pPCp3eKw,2Z0aEDvs--yv_PnUJh5xTw,Rlg07N7Sl1qTzjc7zc6Whg,0,0,0,5
12/10/2011,yMdipWZZHdFWsn2De-qzwg,h6sRjwnrBe3SUOmlQe2Ipw,6PQTqW9j-sriDBQyQCJbjw,0,1,1,5
9/27/2008,2daEXrrhXWo-esHKcy0Khg,6_ei5996DUbISOfvp8LgyQ,xjZ9eqYrzMrl2v6_1Kv6hA,1,2,1,5
2/17/2011,hfGwoAVF7y4thEMC1Wpahg,j62bZi3EDQxjUZi4bIKlBA,euO3-H92LCivH2B0CQPlnw,0,0,0,5
5/21/2007,59wPGsruRuiETPYzv8BWBA,bs3Rqh_KovuX_U8B-e_iLQ,mlhHPnHmjO2_ypcP5Vc9Zw,14,3,5,1
6/1/2011,7gDvvPVFJCaZE9zGlCaLTA,cHgQ_5qOLoBwcp3sH-b47Q,ALwH81_sqskLmwfWS-_eeQ,0,1,0,3
5/22/2010,Qg0UQtjn-0sduV7xrvOraQ,mYOg65yiiAdBw8B8Yzxu0g,tCkwBTuEFvhuaBoEUWqbuQ,0,0,0,5
7/30/2012,H5YmMPeEclVefoBQJWtoHA,RuAokSOtvKhl3oFDNLMzxw,ibreTMGGaQSanZttUchjKg,0,0,1,5
3/7/2010,sBFinY0uaBkBO6kAzptynQ,YH29BjN9UM2sj-jSihKtPw,43rd1LKcZRIunySzbMsyLQ,2,1,0,5
2/26/2012,V1jGuADSzX1TtdgYr,t-j0rDJ72fHKx_uyXzCa7w,tCkwBTuEFvhuaBoEUWqbuQ,0,0,0,5
6/6/2011,CCAoTQpAF8zGn8jZf7TBuA,2bfeVNBV3yNuJ2ZHAMWUnQ,JDNZxz0ud7zhuPo5pqznMA,1,0,1,5
5/1/2008,Pc96xc88sz30YD7adjwGoA,pRGeEdKu6-IFx7kVQV3tOg,CQ75CQSyrsmb-S3UAwCHpw,0,0,1,5
4/22/2012,hIlgyvhhKCxE-imNxzPe2w,aLWnsFfNL2DEEgosRRV78Q,FCcgXODBs6O7MGH3VZNyLQ,0,3,0,5
7/14/2010,5epWp8WFawmLY0nXyApN4g,ducXZ27O_VNR1AFwML8XnA,JMa9cTNQA5mm4GbR2W8Oiw,0,0,2,5
10/27/2011,-OYD0xM3MCEBhS_JzVIyPA,xvKTAdgoNmPoehj1c5Yf1w,3Mx2PM7v8qjqhgF3cDXxbQ,0,0,0,5
11/28/2011,iVPsLcUYtdOgaOY2SSclTQ,_rLnod97LAI5dFAcFjPwuQ,IuFEm-19YYh49T5ZlvwkDA,0,1,0,5
6/7/2007,gwMTDPFyR7hu8jajFThb4w,F-0g07LMON9ZEiWZ7SSDXA,F7IQngaDDBgYvhA3U31q-g,0,1,0,5
10/13/2008,K4vUx43LmOjHuG4VH8OrPg,ES5H4ljaNdzUyCO63JIQuA,mlhHPnHmjO2_ypcP5Vc9Zw,1,1,1,5
8/12/2005,WUBDwYydCUFb9EPX-,InWfchzutCtJRbUBpYKtSQ,CQ75CQSyrsmb-S3UAwCHpw,0,0,0,3
3/15/2010,3VG43VAZTkf,RM_q5QQips7_nqcUXu9qog,DBtXy8wcPsVr80oFfz-CbA,0,0,0,3
3/9/2012,hZzRT7YC4ez-XugC0Jd0mQ,_lADddnvNSVn8i2_S7SPIA,CQ75CQSyrsmb-S3UAwCHpw,0,0,0,5
4/12/2012,hKWBZreOCc93eSaPYtU2eg,khGwBfSpl5ivkukN0J6yvw,OKOfoisduqP24uK3WYvx7Q,0,0,0,5
4/1/2009,hHeP4nBOAcEZVaptcTZpbQ,hc8kw7MWt66HM8dGBshg2Q,tW2jfL-qMccAYZSghPBbHA,0,0,0,5
4/18/2012,4I7P1yCHgRHN3AB-ttcYdQ,79-Jme5Z9rQMzM_rTZlNvw,KomhK0JD5cleEW55YTw7MQ,0,0,0,3
8/13/2012,B4EbA7Foc2P3QqwnO7hpUw,dn-NVirHsxFM2K3xENKy_Q,cQnY_VneZisfUAqcbuEuKg,0,0,0,5
3/11/2009,UiEmbn9Pkfd_4nLRG4dPeA,joC6YJ2eLNF057Qrl6AviA,O6uWHgJzylSjWjPSJKGhnQ,0,0,0,1
12/23/2010,gu8lgCi7wpADSr4bng6z2g,CbZcH4zROWWSjDohTSXljQ,tCkwBTuEFvhuaBoEUWqbuQ,0,0,2,1
6/27/2009,GE8GtywNSdH1Z3eb9bmUVQ,abtVNZGMSeLgM4V94dvEag,sR4EOfPuI-at41uIxIZPhw,1,0,0,3
7/17/2009,4Wox333JFpdgrFfjfur0HA,6AQuKdzXUdTR1AEpvXwC6A,oEFJ29zAQaCNnQzebHQvpg,0,1,1,5
9/8/2007,bEpECDqAjKvm-LoFZ7LHvg,CTSloi8dGDM7cr3xZXD5jQ,O6uWHgJzylSjWjPSJKGhnQ,0,0,2,5
7/13/2008,JSf--korpJJ1JI9b5ZD_tw,6_gWaRu-CYJiFV1HKnq5og,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,3
8/11/2009,w2xGOCVPp5Bqaek21ettig,K8SXEhsu_bgqTkniUgbgag,8d_DiHWB-pjBVW3a7D8EWg,0,0,0,1
5/17/2011,IgYgmwUv0JpZT4A5Q3oA6Q,np_PA4ejejVhk4klYvnMDA,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,5
5/7/2008,5lega4iHkodp,foYKL-RKbEtxt2rVYFWjGg,1iehp7Z2kejBq3RSeb4Dxg,1,1,2,3
5/12/2010,7wVIW6OChqj4Y4y7OiuLVw,w2mghTRdP5THiUPSpxVl9g,DXwSYgiXqIVNdO9dazel6w,1,0,1,3
1/22/2011,IKCHnZWfZcL2HeYkJfGTxg,brpePSfKDtbbhPHZLXM59A,IvdOI86_CSCRFpid2atnyA,2,2,2,5
5/18/2009,5SaUioF4zt3v6bUIvmu96g,k09ntvKrfeOjNRJOGDwmnQ,8d_DiHWB-pjBVW3a7D8EWg,0,0,0,5
1/4/2007,6w9Jyna5RC8jPR9XSBhARw,Cvd-vaqFhzxI7X1nftYz0Q,tW2jfL-qMccAYZSghPBbHA,2,2,2,5
11/25/2011,lyG5txvVoufZLREud5coZw,Ir4KGktsvPTzDCJeE19SaA,LMaoM2Ue2BR_HI9ba3JsZg,0,0,1,5
7/24/2009,rzRjzQi5UjrckANCFcV3YQ,n-rC3aIVvKup1SlV4q_O1A,HOJqzz1WvOmeR9oESJ4d9A,1,0,1,1
7/19/2007,W8MXVsuqZkKJJpoYHMoaLA,IoVYuYFKiVh27_qcsoKZSA,DXwSYgiXqIVNdO9dazel6w,0,0,1,5
10/27/2010,UPyt,WcMa6EQmcnidUZHEkTmirw,DXwSYgiXqIVNdO9dazel6w,0,0,0,1
7/28/2011,BaE4q,N00975Ig6_mX73MHGdtVUA,zy_Jk1riXfYBcZiMDFupQw,1,1,2,5
11/4/2007,XBYrsKCn0fAgUO2AD7Lizg,YO_r_WWXNVN22tV7XGp_Eg,xjZ9eqYrzMrl2v6_1Kv6hA,0,0,0,3
2/21/2012,n-7e7tZGsHg52fhJ5qTISg,KW4puUb7riGxYZY3bmxSYg,sfWMOqUEp8S2adDeJp7Kzg,1,1,1,5
8/2/2012,-z8SnV_yXBcZ5ILnmePZhA,XwqxXVjoPX-b_3HO7xgkfQ,8d_DiHWB-pjBVW3a7D8EWg,0,0,0,3
5/11/2007,E4zS0hnyMSASmxXCVCv5jA,XAEFweDPbXnYEuXtvHCfNg,xjZ9eqYrzMrl2v6_1Kv6hA,0,0,0,1
5/4/2011,FgDTUEEvIfue9Tkm,Ei2f6sclQvm-uzi3Dks3Vw,LMaoM2Ue2BR_HI9ba3JsZg,0,0,1,3
3/18/2009,TfFHTW2azDsXiWaH,lFhe1PYWtTxS-qOoxkNIbQ,ALwH81_sqskLmwfWS-_eeQ,0,0,0,5
6/2/2011,HtbF0Od5Ek4SFlYPTk5erQ,FSG-FfeaIWdEOQ1bVScFYg,5OtAmmypXvuTbkFBCziF_Q,0,0,0,5
3/16/2011,PMD6GTGg0pZnFgBmWO4OyQ,SBxqThEpCvHqTDK9B3QYjw,WaIbupMGDBi5B3SChsUH8A,0,0,0,5
2/26/2009,L0pDkj,tFOuweOhKpapqHVmzTWq5A,xjZ9eqYrzMrl2v6_1Kv6hA,0,1,1,5
2/14/2011,CwINRRWfqgvj9BqGoYIMgg,MF3jkd-zjR3kQQE0-fWBfQ,euO3-H92LCivH2B0CQPlnw,0,0,0,5
9/30/2010,v8zq4gbgpnhzuCFZXuEaDA,fgm-zqpQg8GYfeifIulUuQ,h-CNRJ-bqSZvz75J4A9cFg,0,0,2,3
10/6/2010,V98TC818aGQAendtrZ3Fkw,UIVh2hO2a601rJ1hFqmZGg,AqgG-1aD6JYj9D6OmBWO3w,0,0,0,5
6/17/2010,7TCt4V673sILZkZAgRkLmQ,DuYrWd5lq0OD2tbpSVtkbg,NGfbRjWoqUh2fGw8DU_pmA,0,0,0,5
8/26/2008,df2n7hTJ4YihWtDgD4UlVw,FRp-baKJg6zU2o7nFtoQ4w,O6uWHgJzylSjWjPSJKGhnQ,0,0,0,5
11/12/2011,K7lgh,gJn_Vy7c7XdO_FvzTp7Ehg,Z2nOMPedr7XYhgYhILJjEA,0,0,0,5
3/10/2010,k4QaOrhnNYcDk0Vh1Mxauw,dJoY8ZVqs_XyoNoztdxndw,m5_GCJP2W4zEJnyVgxa3eA,1,0,0,3
3/12/2011,cl9jJZK0RrXRGQRq,_p2A-16ordZ-lE4P10-iwQ,50gFzdVglOz88eFJ6v-26A,1,0,1,5
1/22/2008,uTBYtkcz4,DGYn0yscAl6iE8J61NyHaA,LYppbvgJlBG0SqjSKFiFGg,0,0,1,5
11/29/2011,Oe,htvTHNjbVelQHaCz-yJ3kA,h-CNRJ-bqSZvz75J4A9cFg,0,0,0,5
9/11/2012,bbLGPAGOEviD,55SuBikniNRwz4qdF7vLUQ,oEFJ29zAQaCNnQzebHQvpg,0,0,0,5
6/30/2009,VEsbxUR1Ovc0pELzw1jgbQ,ocKNqM0sim2LiB_jLO0IyQ,HOJqzz1WvOmeR9oESJ4d9A,0,0,0,3
8/16/2006,MQ9UbDYdUzZqYkjBE1calA,A0wuSg4rV6f8tqU1R57IFA,yBRaSkuYwFhYEoucDyD0lA,2,2,2,3
3/20/2007,cjeSl6NZQJwFXmKqJb8hgw,c4ttuVeaKu7rkz-FqKPpCA,HOJqzz1WvOmeR9oESJ4d9A,0,1,1,5
